2124.54376 15.826 0.007
2129.47872 15.277 0.004
2132.49689 15.794 0.005
2136.49779 15.776 0.006
2140.51533 15.771 0.006
2143.49912 15.712 0.006
2161.64374 15.943 0.007
2166.60018 15.679 0.006
2171.57308 15.954 0.006
2178.52450 15.569 0.006
2192.58428 15.504 0.005
2193.50384 15.837 0.006
2343.89417 15.948 0.006
2349.87388 15.977 0.006
2356.88736 15.629 0.005
2365.79509 15.876 0.007
2378.90168 15.487 0.005
2385.76020 15.812 0.006
2389.72496 15.802 0.006
2392.68699 15.532 0.007
2396.88602 15.295 0.005
2400.89647 15.275 0.004
2402.78387 15.663 0.005
2404.78298 15.744 0.005
2406.72154 15.960 0.007
2414.67557 15.970 0.007
2416.66042 15.957 0.007
2424.61926 15.883 0.006
2431.87845 15.643 0.005
2433.83188 15.610 0.005
2435.63037 15.507 0.005
2437.85944 15.602 0.005
2440.70607 15.855 0.006
2443.81320 15.549 0.006
2445.82453 15.536 0.005
2446.85853 15.887 0.006
2453.51626 15.289 0.004
2458.60663 15.799 0.006
2460.80449 15.855 0.007
2462.79783 15.837 0.006
2463.78126 15.347 0.004
2465.68184 15.275 0.004
2467.68966 15.297 0.004
2471.54000 15.945 0.006
2473.70810 15.537 0.005
2484.47912 15.620 0.005
2489.60556 15.965 0.005
2494.60564 15.639 0.004
2496.66537 15.617 0.005
2498.70589 15.644 0.005
2500.73108 15.641 0.005
2510.64483 15.541 0.005
2516.59112 15.474 0.005
2519.50595 15.831 0.006
2524.55407 15.355 0.004
2528.58563 15.342 0.004
2539.50267 15.745 0.005
2544.54156 15.777 0.006
2553.53263 15.692 0.007
2560.50235 15.969 0.007
2568.50696 15.920 0.007
2710.86888 15.318 0.004
2725.86414 15.750 0.005
2731.80373 15.704 0.005
2735.89668 15.723 0.005
2747.86546 15.636 0.006
2754.88007 15.922 0.006
2758.79785 15.881 0.007
2764.80717 15.846 0.006
2768.86167 15.882 0.004
2783.63862 15.454 0.004
2785.65428 15.512 0.005
2787.71157 15.353 0.004
2789.82841 15.292 0.004
2791.81232 15.276 0.004
2793.85950 15.278 0.004
2795.79121 15.457 0.004
2797.77855 15.645 0.005
2809.57070 15.927 0.006
2811.55990 15.915 0.007
2812.77484 15.698 0.006
2814.65384 15.611 0.005
2815.81167 15.968 0.006
2817.55157 15.883 0.006
2818.82728 15.678 0.005
2820.55329 15.539 0.005
2826.53741 15.483 0.005
2834.57390 15.437 0.006
2836.49636 15.361 0.005
2838.50459 15.335 0.005
2839.49312 15.830 0.006
2841.52733 15.820 0.006
2844.51282 15.287 0.004
2847.55374 15.824 0.007
2852.73323 15.387 0.004
2855.53274 15.783 0.006
2857.62553 15.789 0.005
2860.51036 15.849 0.007
2866.49549 15.981 0.007
2875.55619 15.676 0.005
2882.51099 15.967 0.006
2892.48319 15.885 0.007
2895.50567 15.532 0.005
2912.51601 15.841 0.006
2915.58265 15.430 0.007
2933.54975 15.384 0.005
3054.84526 15.982 0.006
